Agent,Author,Repo,CommitSha,smell_type,smell_name,Method,Line,File,Description
Devin,crewAIInc,crewAI,ac1dcd1a2c1a3c5c474ddb7b1ae9ee303aa0e1a5,implementation,Complex method,build_parent_children_dict,198 - 220,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Devin/crewAIInc$crewAI/ac1dcd1a2c1a3c5c474ddb7b1ae9ee303aa0e1a5/src/crewai/flow/utils.py,"Method 'build_parent_children_dict' has a cyclomatic complexity of 11, exceeding the max of 6."
Devin,crewAIInc,crewAI,e0590e516f0e4cd2f1fdec5128d3d64934bf3818,implementation,Complex method,build_parent_children_dict,198 - 220,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Devin/crewAIInc$crewAI/e0590e516f0e4cd2f1fdec5128d3d64934bf3818/src/crewai/flow/utils.py,"Method 'build_parent_children_dict' has a cyclomatic complexity of 11, exceeding the max of 6."
Human,skypilot-org,skypilot,f7274088637288f4397434a347cff25f47a0b85f,implementation,Long statement,gcs_to_r2,152,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/f7274088637288f4397434a347cff25f47a0b85f/sky/data/data_transfer.py,A line with 218 chars in gcs_to_r2 exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,f7274088637288f4397434a347cff25f47a0b85f,implementation,Long statement,gcs_to_r2,158,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/f7274088637288f4397434a347cff25f47a0b85f/sky/data/data_transfer.py,A line with 149 chars in gcs_to_r2 exceeds the maximum length of 120 characters.
Human,exo-lang,exo,9ee8d9ae5425cec6aa03f9b451ad9ac9ab458fc2,implementation,Magic number,test_binop20,496,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/exo-lang$exo/Human/exo-lang$exo/9ee8d9ae5425cec6aa03f9b451ad9ac9ab458fc2/tests/test_typecheck.py,Magic number 10 used in test_binop20.
Human,keephq,keep,fdcdc0722565e168466d4a16dde1e7f4bd396865,implementation,Long statement,is_all_alerts_in_status,4898,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/keephq$keep/Human/keephq$keep/fdcdc0722565e168466d4a16dde1e7f4bd396865/keep/api/core/db.py,A line with 303 chars in is_all_alerts_in_status exceeds the maximum length of 120 characters.
Human,keephq,keep,fdcdc0722565e168466d4a16dde1e7f4bd396865,implementation,Long statement,is_all_alerts_in_status,4918,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/keephq$keep/Human/keephq$keep/fdcdc0722565e168466d4a16dde1e7f4bd396865/keep/api/core/db.py,A line with 280 chars in is_all_alerts_in_status exceeds the maximum length of 120 characters.
Human,keephq,keep,fdcdc0722565e168466d4a16dde1e7f4bd396865,implementation,Long statement,is_all_alerts_in_status,4931,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/keephq$keep/Human/keephq$keep/fdcdc0722565e168466d4a16dde1e7f4bd396865/keep/api/core/db.py,A line with 268 chars in is_all_alerts_in_status exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,design,Insufficient modularization,,1,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/sky/backends/backend_utils.py,"Module 'backend_utils' is insufficiently modularized with NOPM: 33, WMC: 293, NOM: 44."
Human,simonw,llm,5d6f96a908f469c3ffa24f1804aeb72a06dae38f,implementation,Complex method,__init__,218 - 245,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/simonw$llm/Human/simonw$llm/5d6f96a908f469c3ffa24f1804aeb72a06dae38f/llm/models.py,"Method '__init__' has a cyclomatic complexity of 9, exceeding the max of 6."
Human,BerriAI,litellm,6f32189093976dc71c8d8a1669d87992bc0aa64d,implementation,Long statement,get_optional_params_embeddings,2359,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/BerriAI$litellm/Human/BerriAI$litellm/6f32189093976dc71c8d8a1669d87992bc0aa64d/litellm/utils.py,A line with 254 chars in get_optional_params_embeddings exceeds the maximum length of 120 characters.
Human,BerriAI,litellm,6f32189093976dc71c8d8a1669d87992bc0aa64d,implementation,Long statement,get_optional_params_embeddings,2364,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/BerriAI$litellm/Human/BerriAI$litellm/6f32189093976dc71c8d8a1669d87992bc0aa64d/litellm/utils.py,A line with 151 chars in get_optional_params_embeddings exceeds the maximum length of 120 characters.
Human,BerriAI,litellm,6f32189093976dc71c8d8a1669d87992bc0aa64d,implementation,Long statement,get_optional_params_embeddings,2378,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/BerriAI$litellm/Human/BerriAI$litellm/6f32189093976dc71c8d8a1669d87992bc0aa64d/litellm/utils.py,A line with 200 chars in get_optional_params_embeddings exceeds the maximum length of 120 characters.
Human,BerriAI,litellm,6f32189093976dc71c8d8a1669d87992bc0aa64d,implementation,Long statement,get_optional_params_embeddings,2383,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/BerriAI$litellm/Human/BerriAI$litellm/6f32189093976dc71c8d8a1669d87992bc0aa64d/litellm/utils.py,A line with 127 chars in get_optional_params_embeddings exceeds the maximum length of 120 characters.
Human,BerriAI,litellm,6f32189093976dc71c8d8a1669d87992bc0aa64d,implementation,Long statement,get_optional_params_embeddings,2389,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/BerriAI$litellm/Human/BerriAI$litellm/6f32189093976dc71c8d8a1669d87992bc0aa64d/litellm/utils.py,A line with 206 chars in get_optional_params_embeddings exceeds the maximum length of 120 characters.
Human,BerriAI,litellm,6f32189093976dc71c8d8a1669d87992bc0aa64d,implementation,Long statement,get_optional_params_embeddings,2398,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/BerriAI$litellm/Human/BerriAI$litellm/6f32189093976dc71c8d8a1669d87992bc0aa64d/litellm/utils.py,A line with 128 chars in get_optional_params_embeddings exceeds the maximum length of 120 characters.
Human,BerriAI,litellm,6f32189093976dc71c8d8a1669d87992bc0aa64d,implementation,Long statement,get_optional_params_embeddings,2404,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/BerriAI$litellm/Human/BerriAI$litellm/6f32189093976dc71c8d8a1669d87992bc0aa64d/litellm/utils.py,A line with 130 chars in get_optional_params_embeddings exceeds the maximum length of 120 characters.
Human,BerriAI,litellm,6f32189093976dc71c8d8a1669d87992bc0aa64d,implementation,Long statement,get_optional_params_embeddings,2410,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/BerriAI$litellm/Human/BerriAI$litellm/6f32189093976dc71c8d8a1669d87992bc0aa64d/litellm/utils.py,A line with 128 chars in get_optional_params_embeddings exceeds the maximum length of 120 characters.
Human,BerriAI,litellm,6f32189093976dc71c8d8a1669d87992bc0aa64d,implementation,Long statement,get_optional_params_embeddings,2416,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/BerriAI$litellm/Human/BerriAI$litellm/6f32189093976dc71c8d8a1669d87992bc0aa64d/litellm/utils.py,A line with 142 chars in get_optional_params_embeddings exceeds the maximum length of 120 characters.
Human,BerriAI,litellm,6f32189093976dc71c8d8a1669d87992bc0aa64d,implementation,Long statement,get_optional_params_embeddings,2427,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/BerriAI$litellm/Human/BerriAI$litellm/6f32189093976dc71c8d8a1669d87992bc0aa64d/litellm/utils.py,A line with 157 chars in get_optional_params_embeddings exceeds the maximum length of 120 characters.
Human,BerriAI,litellm,6f32189093976dc71c8d8a1669d87992bc0aa64d,implementation,Long statement,get_optional_params_embeddings,2440,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/BerriAI$litellm/Human/BerriAI$litellm/6f32189093976dc71c8d8a1669d87992bc0aa64d/litellm/utils.py,A line with 128 chars in get_optional_params_embeddings exceeds the maximum length of 120 characters.
Human,BerriAI,litellm,6f32189093976dc71c8d8a1669d87992bc0aa64d,implementation,Long statement,get_optional_params_embeddings,2475,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/BerriAI$litellm/Human/BerriAI$litellm/6f32189093976dc71c8d8a1669d87992bc0aa64d/litellm/utils.py,A line with 127 chars in get_optional_params_embeddings exceeds the maximum length of 120 characters.
Human,BerriAI,litellm,6f32189093976dc71c8d8a1669d87992bc0aa64d,implementation,Long statement,get_optional_params_embeddings,2487,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/BerriAI$litellm/Human/BerriAI$litellm/6f32189093976dc71c8d8a1669d87992bc0aa64d/litellm/utils.py,A line with 126 chars in get_optional_params_embeddings exceeds the maximum length of 120 characters.
Human,BerriAI,litellm,6f32189093976dc71c8d8a1669d87992bc0aa64d,implementation,Long statement,get_optional_params_embeddings,2499,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/BerriAI$litellm/Human/BerriAI$litellm/6f32189093976dc71c8d8a1669d87992bc0aa64d/litellm/utils.py,A line with 206 chars in get_optional_params_embeddings exceeds the maximum length of 120 characters.
Human,BerriAI,litellm,6f32189093976dc71c8d8a1669d87992bc0aa64d,implementation,Long statement,get_optional_params_embeddings,2514,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/BerriAI$litellm/Human/BerriAI$litellm/6f32189093976dc71c8d8a1669d87992bc0aa64d/litellm/utils.py,A line with 208 chars in get_optional_params_embeddings exceeds the maximum length of 120 characters.
Human,BerriAI,litellm,6f32189093976dc71c8d8a1669d87992bc0aa64d,implementation,Long statement,get_optional_params_embeddings,2523,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/BerriAI$litellm/Human/BerriAI$litellm/6f32189093976dc71c8d8a1669d87992bc0aa64d/litellm/utils.py,A line with 122 chars in get_optional_params_embeddings exceeds the maximum length of 120 characters.
Human,BerriAI,litellm,6f32189093976dc71c8d8a1669d87992bc0aa64d,implementation,Long statement,get_optional_params_embeddings,2529,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/BerriAI$litellm/Human/BerriAI$litellm/6f32189093976dc71c8d8a1669d87992bc0aa64d/litellm/utils.py,A line with 144 chars in get_optional_params_embeddings exceeds the maximum length of 120 characters.
Human,BerriAI,litellm,6f32189093976dc71c8d8a1669d87992bc0aa64d,implementation,Long statement,get_optional_params_embeddings,2548,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/BerriAI$litellm/Human/BerriAI$litellm/6f32189093976dc71c8d8a1669d87992bc0aa64d/litellm/utils.py,A line with 189 chars in get_optional_params_embeddings exceeds the maximum length of 120 characters.
OpenAI_Codex,bmander,graphserver,22ca0adcb88653980ca48374e0c05a3b5fab4d57,implementation,Long statement,,12,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/OpenAI_Codex/bmander$graphserver/22ca0adcb88653980ca48374e0c05a3b5fab4d57/python/minimal_pathfinding_test.py,A line with 296 chars in minimal_pathfinding_test exceeds the maximum length of 120 characters.
OpenAI_Codex,cartography-cncf,cartography,2f8c98850622f10d4cac93d88b015c01ac287e1b,implementation,Long statement,_load_lambda_event_source_mappings,208,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/OpenAI_Codex/cartography-cncf$cartography/2f8c98850622f10d4cac93d88b015c01ac287e1b/cartography/intel/aws/lambda_function.py,A line with 1161 chars in _load_lambda_event_source_mappings exceeds the maximum length of 120 characters.
Human,dlt-hub,dlt,b1cff8cc6622e54a355cd74746165f8a39e2337c,implementation,Long identifier,test_init_command_core_source_requirements_with_extras,189,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/dlt-hub$dlt/Human/dlt-hub$dlt/b1cff8cc6622e54a355cd74746165f8a39e2337c/tests/cli/test_init_command.py,Identifier'test_init_command_core_source_requirements_with_extras' exceeds the maximum length of 30 characters.
Human,pytorch,pytorch,d3524ecdd6b23b1283bd5fbbfcafc8f1bb311be7,implementation,Magic number,meta_max_pool2d_with_indices,4757,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/pytorch$pytorch/Human/pytorch$pytorch/d3524ecdd6b23b1283bd5fbbfcafc8f1bb311be7/torch/_meta_registrations.py,Magic number 3 used in meta_max_pool2d_with_indices.
Human,pytorch,pytorch,d3524ecdd6b23b1283bd5fbbfcafc8f1bb311be7,implementation,Magic number,meta_max_pool2d_with_indices,4755,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/pytorch$pytorch/Human/pytorch$pytorch/d3524ecdd6b23b1283bd5fbbfcafc8f1bb311be7/torch/_meta_registrations.py,Magic number 4 used in meta_max_pool2d_with_indices.
Human,exo-lang,exo,7eb5d3b5d9e017e667b454c17cb6488c3202d03a,implementation,Long statement,Check_ExtendEqv,1941,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/exo-lang$exo/Human/exo-lang$exo/7eb5d3b5d9e017e667b454c17cb6488c3202d03a/src/exo/rewrite/new_eff.py,A line with 132 chars in Check_ExtendEqv exceeds the maximum length of 120 characters.
Human,dlt-hub,dlt,b1cff8cc6622e54a355cd74746165f8a39e2337c,implementation,Long parameter list,init_command,317 - 340,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/dlt-hub$dlt/Human/dlt-hub$dlt/b1cff8cc6622e54a355cd74746165f8a39e2337c/dlt/cli/init_command.py,"init_command has 7 parameters, exceeding the max of 5."
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,implementation,Long identifier,_hint_or_raise_for_down_sky_serve_controller,3045,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/sky/cli.py,Identifier'_hint_or_raise_for_down_sky_serve_controller' exceeds the maximum length of 30 characters.
Human,skypilot-org,skypilot,43d0b9e33922a83ea73ed6888cbcae1763bc94cf,implementation,Long identifier,_hint_or_raise_for_down_sky_serve_controller,3058,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/43d0b9e33922a83ea73ed6888cbcae1763bc94cf/sky/cli.py,Identifier'_hint_or_raise_for_down_sky_serve_controller' exceeds the maximum length of 30 characters.
Human,ag2ai,ag2,d5b6839678adb366e4d7d5ec4e85fbb9d63d161a,implementation,Long statement,suppress,402,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/ag2ai$ag2/Human/ag2ai$ag2/d5b6839678adb366e4d7d5ec4e85fbb9d63d161a/test/conftest.py,A line with 443 chars in suppress exceeds the maximum length of 120 characters.
Human,ag2ai,ag2,d5b6839678adb366e4d7d5ec4e85fbb9d63d161a,implementation,Long statement,suppress,418,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/ag2ai$ag2/Human/ag2ai$ag2/d5b6839678adb366e4d7d5ec4e85fbb9d63d161a/test/conftest.py,A line with 1220 chars in suppress exceeds the maximum length of 120 characters.
Human,exo-lang,exo,7eb5d3b5d9e017e667b454c17cb6488c3202d03a,implementation,Magic number,test_cut_then_shift_loop,3735,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/exo-lang$exo/Human/exo-lang$exo/7eb5d3b5d9e017e667b454c17cb6488c3202d03a/tests/test_schedules.py,Magic number 20 used in test_cut_then_shift_loop.
Human,ACEsuit,mace,19168ef34ee790fd5b02aa444bc7793cacaa515e,design,Multifaceted abstraction,,182,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/ACEsuit$mace/Human/ACEsuit$mace/19168ef34ee790fd5b02aa444bc7793cacaa515e/mace/modules/blocks.py,"Class 'AtomicEnergiesBlock' has a high LCOM value of 1, indicating it may have multiple responsibilities."
Human,ACEsuit,mace,19168ef34ee790fd5b02aa444bc7793cacaa515e,design,Multifaceted abstraction,,1059,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/ACEsuit$mace/Human/ACEsuit$mace/19168ef34ee790fd5b02aa444bc7793cacaa515e/mace/modules/blocks.py,"Class 'ScaleShiftBlock' has a high LCOM value of 1, indicating it may have multiple responsibilities."
Claude_Code,typedef-ai,fenic,2797a9e1b29504b62f756d8c52aa585edf5ae512,implementation,Magic number,test_bimodal_distribution_challenge,333,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Claude_Code/typedef-ai$fenic/2797a9e1b29504b62f756d8c52aa585edf5ae512/tests/_inference/test_batch_token_predictor.py,Magic number 40 used in test_bimodal_distribution_challenge.
Claude_Code,typedef-ai,fenic,2797a9e1b29504b62f756d8c52aa585edf5ae512,implementation,Magic number,test_bimodal_distribution_challenge,335,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Claude_Code/typedef-ai$fenic/2797a9e1b29504b62f756d8c52aa585edf5ae512/tests/_inference/test_batch_token_predictor.py,Magic number 100 used in test_bimodal_distribution_challenge.
Human,exo-lang,exo,7eb5d3b5d9e017e667b454c17cb6488c3202d03a,implementation,Magic number,test_add_loop,219,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/exo-lang$exo/Human/exo-lang$exo/7eb5d3b5d9e017e667b454c17cb6488c3202d03a/tests/test_schedules.py,Magic number 2.0 used in test_add_loop.
